Date,Time,Booking_ID,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Avg_VTAT,Avg_CTAT,Canceled_Rides_by_Customer,Reason_for_Canceling_by_Customer,Driver_Not_Moving_Toward_Pickup,Driver_Asked_to_Cancel,AC_Not_Working,Canceled_Rides_by_Driver,Reason_for_Canceling_by_Driver,Incomplete_Rides,Incomplete_Ride_Reason,Booking_Value_INR,Ride_Distance_km,Driver_Rating,Customer_Rating,Overall_Booking_Status
28-10-2025,18:28,CNR4960687122,CUST90061,Mini,Ulsoor,Hoodi,10.7,22.46,0,,No,No,No,0,,0,,431.8,8.96,4,3.6,Success
17-10-2025,01:23,CNR7792834092,CUST54730,Prime SUV,Kalyan Nagar,Ulsoor,12.87,16.04,0,,No,No,No,0,,0,,315.64,10.06,3.8,4.3,Success
29-10-2025,23:59,CNR5720076014,CUST24870,Prime Plus,Hoodi,Mahadevapura,11.92,10.88,0,,No,No,No,0,,0,,299.72,5.08,4.9,4.4,Success
10-10-2025,07:09,CNR5567512156,CUST46692,Prime SUV,RT Nagar,Malleshwaram,,,1,Wrong Address,No,No,No,0,,0,,490.3,7.28,,,Cancelled by Customer
05-10-2025,13:49,CNR5200412302,CUST70573,Prime SUV,Whitefield,Ramamurthy Nagar,3.05,20.23,0,,No,No,No,0,,0,,922.37,8.57,3.4,3.2,Success
03-10-2025,16:49,CNR1317373627,CUST66898,Auto,Kundalahalli,Frazer Town,,,0,,Yes,No,No,1,Customer Sick/Coughing,0,,382.57,5.31,,,Cancelled by Driver
09-10-2025,12:26,CNR6255755979,CUST51148,eBike,Koramangala,Domlur,13.65,11.34,0,,No,No,No,0,,0,,866.55,14.1,3.7,3.7,Success
20-10-2025,14:38,CNR2366217101,CUST67261,Auto,Lalbagh,Peenya,,,0,,No,No,No,1,Customer Sick/Coughing,0,,320.82,16.62,,,Cancelled by Driver
22-10-2025,01:07,CNR9219683149,CUST37425,Auto,JP Nagar Phase 7,Jayanagar,,,1,Wrong Address,No,No,No,0,,0,,1134.14,2.54,,,Cancelled by Customer
25-10-2025,13:33,CNR8866817059,CUST54943,Auto,Bellandur,Frazer Town,4.05,24.07,0,,No,No,No,0,,0,,245.54,16.18,4.6,5,Success
02-10-2025,22:24,CNR3933296706,CUST83923,Prime SUV,JP Nagar Phase 7,Horamavu,14.77,11.11,0,,No,No,No,0,,0,,148.96,6.87,3.1,3.8,Success
23-10-2025,22:06,CNR1588434066,CUST63153,Prime Plus,BTM Layout,Jayanagar,10.26,19.67,0,,No,No,No,0,,0,,945.17,10.24,4.3,4.4,Success
19-10-2025,17:06,CNR5458428036,CUST68391,Prime Plus,Banashankari,RT Nagar,3.76,24.41,0,,No,No,No,0,,0,,482.67,9.42,3.7,3.2,Success
17-10-2025,22:17,CNR3881616102,CUST77956,Auto,Hoskote,Lalbagh,14.75,19.38,0,,No,No,No,0,,0,,215.54,5.7,4.1,3.5,Success
25-10-2025,14:57,CNR5967593674,CUST76764,Auto,MG Road,Jayanagar,,,1,Change of Plans,No,Yes,No,0,,0,,523.59,4.36,,,Cancelled by Customer
25-10-2025,12:53,CNR9305392327,CUST64577,Auto,Brookefield,HSR Sector 2,9.65,23.25,0,,No,No,No,0,,0,,396.21,15.96,3.7,3.8,Success
12-10-2025,04:08,CNR4012451597,CUST90659,Auto,Hoskote,Yelahanka,,,0,,No,Yes,No,1,Too Many People,0,,419.93,3.98,,,Cancelled by Driver
27-10-2025,05:05,CNR4306574463,CUST91551,Auto,Ramamurthy Nagar,Frazer Town,,,0,,No,No,No,1,Customer Related Issue,0,,525,11.8,,,Cancelled by Driver
20-10-2025,08:48,CNR2236006186,CUST31965,Auto,Hebbal,HSR Layout,,,0,,No,No,No,1,Personal Car Issue,0,,279.44,11.88,,,Cancelled by Driver
09-10-2025,14:43,CNR9366941581,CUST81430,Auto,Whitefield,Koramangala 5th Block,,,1,Wrong Address,No,No,No,0,,0,,337.43,18.75,,,Cancelled by Customer
23-10-2025,02:06,CNR4550424758,CUST64056,Mini,Vijayanagar,Banashankari,8.49,24.55,0,,No,No,No,0,,0,,442.24,2.65,4.9,4.3,Success
04-10-2025,23:57,CNR1416270506,CUST21743,Mini,Frazer Town,Rajajinagar,10.58,6.42,0,,No,No,No,0,,0,,222.54,3.71,4.9,4.1,Success
28-10-2025,18:22,CNR3421154853,CUST67780,Auto,Hebbal,Cox Town,,,0,,No,No,No,1,Customer Related Issue,0,,862.55,4.85,,,Cancelled by Driver
18-10-2025,04:26,CNR7273251782,CUST50876,Auto,Vijayanagar,Domlur,13.57,7.65,0,,No,No,No,0,,0,,458.24,4.85,3.6,4.1,Success
16-10-2025,12:22,CNR9483884755,CUST90722,Mini,Frazer Town,Banashankari,,,0,,No,No,No,1,Customer Related Issue,0,,172.49,5.64,,,Cancelled by Driver
29-10-2025,06:12,CNR5820863377,CUST93912,Mini,Indiranagar,Varthur,9.5,22.91,0,,No,No,No,0,,0,,163.2,9.01,3.6,3.3,Success
21-10-2025,00:25,CNR1271909938,CUST11117,Mini,Bellandur,Koramangala 5th Block,10.68,6.81,0,,No,No,No,0,,0,,248.67,9.56,4.7,4.3,Success
24-10-2025,14:55,CNR7774671503,CUST71581,Prime SUV,Kadugodi,KR Puram,13.63,6.02,0,,No,No,No,0,,0,,631.12,9.34,4,3.3,Success
10-10-2025,14:49,CNR7100107290,CUST86500,Auto,HSR Sector 2,JP Nagar,8.53,12.78,0,,No,No,No,0,,0,,106.03,5.94,3.5,3.5,Success
26-10-2025,07:39,CNR7419635189,CUST65592,Auto,Whitefield,HSR Layout,,,1,Change of Plans,No,No,No,0,,0,,150.93,8.56,,,Cancelled by Customer
22-10-2025,23:20,CNR7785103969,CUST82148,Mini,Sanjay Nagar,HSR Sector 2,14.36,16.73,0,,No,No,No,0,,0,,339.84,6.82,3.2,4,Success
12-10-2025,09:16,CNR8542348287,CUST78029,Auto,Sarjapur Road,Koramangala,11.57,18.72,0,,No,No,No,0,,0,,481.78,19.94,4.3,3.8,Success
30-10-2025,15:47,CNR8575412650,CUST53644,Auto,Ulsoor,Domlur,14.05,8.51,0,,No,No,No,0,,0,,490.25,10.08,4.9,3.4,Success
28-10-2025,10:22,CNR3898832751,CUST46339,Prime Plus,Koramangala 5th Block,Yelahanka,2.5,11.79,0,,No,No,No,0,,0,,879.98,12.16,3.5,3.7,Success
11-10-2025,13:33,CNR7281241605,CUST69765,Mini,Koramangala,Whitefield,,,0,,No,No,No,0,,1,Customer Demand,340.22,4.25,,,Incomplete
05-10-2025,21:08,CNR1872074566,CUST26592,Mini,Sarjapur Road,HSR Sector 2,9.54,11.42,0,,No,No,No,0,,0,,290.3,12.17,4.5,4.9,Success
20-10-2025,10:54,CNR9848400786,CUST71752,Auto,Kundalahalli,Kadugodi,,,1,Wrong Address,No,No,No,0,,0,,443.67,14,,,Cancelled by Customer
11-10-2025,08:10,CNR8636570373,CUST41432,Mini,Ramamurthy Nagar,Mahadevapura,6.12,21.93,0,,No,No,Yes,0,,0,,444.9,16.38,3.3,4.2,Success
16-10-2025,14:42,CNR2335732996,CUST53979,Prime Plus,Mahadevapura,Hoskote,14.19,17.82,0,,No,No,No,0,,0,,976.81,5.71,4.3,3.6,Success
15-10-2025,15:55,CNR7564831731,CUST51476,Mini,Horamavu,Varthur,,,0,,No,No,No,1,Too Many People,0,,971.52,6.3,,,Cancelled by Driver
06-10-2025,03:56,CNR9450972596,CUST85386,Mini,JP Nagar Phase 7,Hebbal,9.6,14.3,0,,No,No,No,0,,0,,351.79,5.21,3.1,3.4,Success
13-10-2025,17:48,CNR9511566409,CUST44029,Auto,Kadugodi,RT Nagar,,,1,Change of Plans,No,No,No,0,,0,,881.89,12.35,,,Cancelled by Customer
16-10-2025,10:41,CNR4744084173,CUST12730,Prime Plus,Hoskote,Malleshwaram,11.71,16.01,0,,No,No,No,0,,0,,323.59,19.48,4,4.7,Success
27-10-2025,10:04,CNR6893749809,CUST31046,Mini,Peenya,Banaswadi,6.23,19.2,0,,No,No,No,0,,0,,244.93,2.23,4.2,4.8,Success
03-10-2025,13:34,CNR8194398662,CUST62566,Auto,Yelahanka,Frazer Town,8.13,7.66,0,,No,No,No,0,,0,,224.64,3.52,3.2,3.6,Success
18-10-2025,21:29,CNR9086887028,CUST37419,Prime SUV,Indiranagar,Ramamurthy Nagar,9.91,10.82,0,,No,No,No,0,,0,,179.9,5.72,5,3.7,Success
01-10-2025,15:02,CNR7209443871,CUST33606,Mini,Kalyan Nagar,KR Puram,5.03,18.08,0,,No,No,No,0,,0,,364.5,11.44,3.7,4,Success
25-10-2025,00:04,CNR5655044128,CUST46877,Mini,BTM 2nd Stage,Cox Town,,,1,Wrong Address,No,No,No,0,,0,,140.93,19.74,,,Cancelled by Customer
17-10-2025,17:17,CNR2219863701,CUST50751,Mini,Ramamurthy Nagar,Domlur,2.6,16.84,0,,No,No,No,0,,0,,206.09,15.69,3.7,4.4,Success
27-10-2025,17:17,CNR5387386569,CUST45210,Auto,Nagawara,Sarjapur Road,11.95,15.59,0,,No,No,No,0,,0,,359.58,12.65,3.5,3.1,Success
20-10-2025,11:27,CNR2301020775,CUST78739,Auto,Koramangala 5th Block,JP Nagar Phase 7,,,1,Wrong Address,No,No,No,0,,0,,358.87,11.79,,,Cancelled by Customer
06-10-2025,09:40,CNR5688806630,CUST72419,Mini,Electronic City,Varthur,,,1,Wrong Address,No,No,No,0,,0,,343.76,9.32,,,Cancelled by Customer
09-10-2025,16:44,CNR5425777713,CUST84647,Prime SUV,Jayanagar,Varthur,6.35,12.9,0,,No,No,No,0,,0,,218.97,6.67,3.9,3.7,Success
04-10-2025,01:14,CNR3215851617,CUST35234,Mini,JP Nagar,Varthur,8.82,11.24,0,,Yes,No,No,0,,0,,1308.94,16.52,4.1,3.2,Success
07-10-2025,11:25,CNR9754641611,CUST14005,Auto,Basavanagudi,Cox Town,13.33,19.9,0,,No,No,No,0,,0,,147.1,5.71,3.5,3.2,Success
23-10-2025,14:47,CNR9887274084,CUST78771,Prime SUV,JP Nagar,Ramamurthy Nagar,,,1,Wrong Address,No,No,No,0,,0,,509.5,17.09,,,Cancelled by Customer
29-10-2025,13:07,CNR1788004544,CUST12944,Mini,JP Nagar,HSR Layout,10.48,24.34,0,,No,No,No,0,,0,,196.26,12.74,3.2,4.4,Success
30-10-2025,02:22,CNR3699327814,CUST43459,Mini,RT Nagar,Kundalahalli,14.47,15.63,0,,No,No,No,0,,0,,232.77,16.99,4.2,4.7,Success
22-10-2025,13:18,CNR8400690757,CUST89872,Mini,Hennur,Richmond Town,,,0,,Yes,No,No,1,Customer Sick/Coughing,0,,989.03,14.61,,,Cancelled by Driver
25-10-2025,01:20,CNR3159001999,CUST45564,Mini,Kadugodi,JP Nagar,,,1,Wrong Address,No,No,No,0,,0,,806.72,16.04,,,Cancelled by Customer
11-10-2025,17:31,CNR1533210666,CUST86643,Prime SUV,Hennur,RT Nagar,6.68,7.85,0,,No,No,No,0,,0,,221.47,1.19,4.8,4.7,Success
26-10-2025,06:19,CNR8276479598,CUST65333,Prime Plus,Rajajinagar,Richmond Town,3.71,10.54,0,,No,No,No,0,,0,,202.85,17.75,3.4,4.9,Success
23-10-2025,05:10,CNR3527176673,CUST62059,Mini,Rajajinagar,CV Raman Nagar,10.37,20.56,0,,No,No,No,0,,0,,133.24,5.35,3.9,3.9,Success
03-10-2025,22:11,CNR9829224750,CUST41248,Prime SUV,Horamavu,Hoskote,13.92,14.62,0,,No,No,No,0,,0,,244.77,12.76,3.8,4.2,Success
16-10-2025,11:59,CNR2865947607,CUST74099,Prime SUV,Rajajinagar,Kundalahalli,8.97,14.91,0,,No,No,No,0,,0,,150.39,1.74,3.9,4.9,Success
06-10-2025,06:34,CNR7975224513,CUST38987,eBike,Hoodi,MG Road,6.63,18.48,0,,No,No,No,0,,0,,897.81,18.93,4.1,4.2,Success
07-10-2025,12:59,CNR6333916067,CUST63628,Mini,Malleshwaram,Nagarbhavi,,,1,Change of Plans,No,No,No,0,,0,,213.49,8.29,,,Cancelled by Customer
12-10-2025,03:42,CNR6226818700,CUST34352,Prime SUV,RT Nagar,Hennur,4.15,7.02,0,,No,No,No,0,,0,,996.92,6.41,4.7,4.4,Success
07-10-2025,16:07,CNR4608954005,CUST66170,Auto,Lalbagh,Frazer Town,4.16,24.07,0,,No,Yes,No,0,,0,,590.64,11.79,3.8,4.9,Success
29-10-2025,14:49,CNR3777122155,CUST30763,Auto,Basavanagudi,Lalbagh,,,1,Change of Plans,No,No,No,0,,0,,937.36,10.37,,,Cancelled by Customer
22-10-2025,07:07,CNR4315217743,CUST67714,Auto,Ramamurthy Nagar,Domlur,,,0,,No,No,No,1,Customer Sick/Coughing,0,,357.16,8.96,,,Cancelled by Driver
19-10-2025,08:57,CNR3834918421,CUST92749,Prime Plus,Cox Town,Yelahanka,,,0,,No,No,No,1,Too Many People,0,,426.76,16.69,,,Cancelled by Driver
22-10-2025,07:03,CNR4767443024,CUST11917,Mini,Peenya,Ulsoor,8.03,23.09,0,,No,No,No,0,,0,,596.18,7.33,4.5,4.6,Success
16-10-2025,19:52,CNR6042797208,CUST58327,Prime Plus,BTM 2nd Stage,Peenya,,,0,,No,No,No,1,Customer Sick/Coughing,0,,330.62,18.83,,,Cancelled by Driver
18-10-2025,01:46,CNR4096531549,CUST66149,Prime SUV,Brookefield,Nagawara,,,1,Wrong Address,No,No,No,0,,0,,178.34,5.61,,,Cancelled by Customer
31-10-2025,05:03,CNR1436717704,CUST54273,Auto,HSR Layout,Indiranagar,7.43,6.99,0,,No,No,No,0,,0,,915.02,1.75,3.3,4.1,Success
10-10-2025,12:32,CNR5190017407,CUST30374,eBike,Varthur,Electronic City,,,0,,No,No,No,1,Personal Car Issue,0,,145.08,13.29,,,Cancelled by Driver
29-10-2025,02:35,CNR2794609012,CUST42559,eBike,BTM Layout,Nagarbhavi,,,0,,No,No,No,1,Customer Related Issue,0,,770.37,12.74,,,Cancelled by Driver
01-10-2025,06:27,CNR2618560427,CUST56161,Prime Plus,Jayanagar,Kadugodi,14.72,18.83,0,,No,No,No,0,,0,,387.13,17.71,4.1,3.9,Success
08-10-2025,19:07,CNR4663218831,CUST17578,Prime Plus,Domlur,Marathahalli,,,0,,No,No,No,1,Too Many People,0,,485.21,1.79,,,Cancelled by Driver
03-10-2025,04:16,CNR4651706860,CUST64232,eBike,Indiranagar,Hoskote,4.22,23.63,0,,No,No,No,0,,0,,171.16,2.78,4.5,3.8,Success
30-10-2025,16:39,CNR2020879770,CUST73823,Prime SUV,Bannerghatta Road,Hoskote,2.26,16.62,0,,No,No,No,0,,0,,215.53,12.68,4.2,3.7,Success
16-10-2025,21:29,CNR9602805411,CUST24482,Mini,Kundalahalli,Nagawara,3.6,5.7,0,,No,No,No,0,,0,,407.53,3.83,3,3,Success
24-10-2025,03:42,CNR8111907957,CUST73246,Prime SUV,Rajajinagar,Whitefield Main Road,,,1,Wrong Address,No,No,No,0,,0,,403.64,1.16,,,Cancelled by Customer
03-10-2025,07:48,CNR1445051558,CUST61672,Mini,JP Nagar Phase 7,Ramamurthy Nagar,,,0,,No,No,No,1,Customer Sick/Coughing,0,,670.96,5.87,,,Cancelled by Driver
02-10-2025,15:13,CNR6842378923,CUST57168,Prime Plus,Domlur,Hoskote,4.97,15.94,0,,No,No,No,0,,0,,807.67,12.52,4.3,3.1,Success
12-10-2025,17:34,CNR5059601568,CUST40814,Mini,Hoodi,Kundalahalli,9.27,18.2,0,,No,No,No,0,,0,,229.32,14.02,3.6,4.4,Success
08-10-2025,23:31,CNR9861827429,CUST30072,Mini,Domlur,Vijayanagar,9.47,5.78,0,,No,No,No,0,,0,,410.61,18.7,3.6,4.9,Success
19-10-2025,22:09,CNR7111464119,CUST43569,Mini,Basavanagudi,Ulsoor,2.09,5.89,0,,No,No,No,0,,0,,814.87,6.12,3.1,4.3,Success
31-10-2025,08:40,CNR6116346722,CUST34803,Prime Plus,Hoskote,KR Puram,14.5,15.37,0,,No,No,No,0,,0,,145.9,1.56,4.3,3.2,Success
24-10-2025,01:48,CNR3096119289,CUST59048,Mini,Yelahanka,Koramangala 5th Block,11.35,11.14,0,,No,No,No,0,,0,,467.06,15.99,4.5,4.2,Success
18-10-2025,22:50,CNR7916920387,CUST63068,eBike,Lalbagh,Hoodi,13.76,23.8,0,,No,No,No,0,,0,,236.6,1.04,3.7,5,Success
20-10-2025,01:50,CNR1361273655,CUST39894,Prime SUV,Hoodi,Marathahalli,7.38,14.76,0,,No,No,No,0,,0,,688.07,7.25,3.8,4.2,Success
25-10-2025,04:19,CNR8438630385,CUST25804,Prime Plus,Hoskote,Sanjay Nagar,5.84,9.25,0,,No,No,No,0,,0,,348.29,19.53,4.6,4.5,Success
15-10-2025,07:09,CNR2611751761,CUST52641,eBike,Horamavu,Bellandur,5.87,22.09,0,,No,No,No,0,,0,,377.82,4.58,4.2,4,Success
17-10-2025,08:00,CNR5028575842,CUST67573,eBike,Koramangala,Domlur,2.79,18.56,0,,No,No,No,0,,0,,104.64,14.23,4.8,3.7,Success
18-10-2025,10:02,CNR7843473000,CUST18867,Mini,Hoskote,RT Nagar,8.61,20.65,0,,No,No,No,0,,0,,144.17,17.07,3.6,4.2,Success
31-10-2025,22:49,CNR4308968887,CUST79827,Prime Plus,Kadugodi,Malleshwaram,5.57,12.67,0,,No,No,No,0,,0,,229.28,15.66,3.1,3.1,Success
18-10-2025,08:36,CNR2131294010,CUST25429,Mini,Rajajinagar,Nagawara,,,0,,No,No,No,0,,1,Other Issue,384.06,19.06,,,Incomplete
09-10-2025,02:06,CNR1183688449,CUST40101,Prime SUV,RT Nagar,Varthur,4.23,10.08,0,,No,No,No,0,,0,,389.87,15.16,4.2,5,Success
26-10-2025,07:50,CNR2983196025,CUST33725,Mini,Cox Town,Kadugodi,,,1,Wrong Address,No,No,No,0,,0,,644.78,19.13,,,Cancelled by Customer
31-10-2025,17:03,CNR3120966133,CUST43873,Mini,JP Nagar,Whitefield Main Road,,,0,,No,No,No,1,Customer Sick/Coughing,0,,381.73,4.6,,,Cancelled by Driver
05-10-2025,23:56,CNR6676158707,CUST39518,Auto,Richmond Town,Yelahanka,,,1,Wrong Address,No,No,No,0,,0,,286.68,13.98,,,Cancelled by Customer
11-10-2025,17:04,CNR3505338134,CUST95132,Mini,Whitefield Main Road,Hoodi,,,1,Change of Plans,No,No,No,0,,0,,933.77,19.48,,,Cancelled by Customer
29-10-2025,20:35,CNR9435264592,CUST11090,Auto,Ramamurthy Nagar,Bellandur,2.93,17.81,0,,No,No,No,0,,0,,432.38,7.34,4.2,3.2,Success
04-10-2025,02:14,CNR6620749346,CUST10972,eBike,BTM 2nd Stage,JP Nagar,,,0,,No,No,No,1,Customer Related Issue,0,,308.37,17.96,,,Cancelled by Driver
26-10-2025,15:36,CNR7434403198,CUST19951,Auto,KR Puram,Electronic City,,,1,Change of Plans,No,Yes,No,0,,0,,108.34,5.47,,,Cancelled by Customer
10-10-2025,14:43,CNR1503337545,CUST84636,Auto,Frazer Town,Nagarbhavi,,,0,,No,No,No,1,Customer Sick/Coughing,0,,849.62,6.22,,,Cancelled by Driver
31-10-2025,20:54,CNR9416523442,CUST86098,Auto,Ramamurthy Nagar,Rajajinagar,,,0,,Yes,No,No,1,Too Many People,0,,831.57,2.05,,,Cancelled by Driver
04-10-2025,04:17,CNR7031309367,CUST44815,Prime Plus,JP Nagar Phase 7,Lalbagh,10.3,17.82,0,,No,No,No,0,,0,,293.93,14.24,3.9,3.8,Success
23-10-2025,20:50,CNR4742638748,CUST93159,Auto,JP Nagar Phase 7,Basavanagudi,10.44,21.15,0,,No,No,No,0,,0,,376.54,9.47,3.8,4.6,Success
03-10-2025,02:57,CNR5991490656,CUST70981,Auto,Basavanagudi,Peenya,,,0,,No,No,No,1,Customer Related Issue,0,,698.65,13.08,,,Cancelled by Driver
25-10-2025,14:16,CNR4302576643,CUST30444,Mini,HSR Layout,JP Nagar,,,1,Change of Plans,No,No,No,0,,0,,468.78,1.11,,,Cancelled by Customer
16-10-2025,05:08,CNR5322541661,CUST15816,Mini,Kalyan Nagar,Hebbal,13,22.67,0,,No,No,No,0,,0,,244.37,7.35,4.3,4.5,Success
21-10-2025,21:55,CNR1790069142,CUST23678,Prime Plus,Bannerghatta Road,Cox Town,,,0,,No,No,No,1,Personal Car Issue,0,,183.88,5.88,,,Cancelled by Driver
11-10-2025,13:56,CNR1734094689,CUST61391,Auto,Banashankari,Kadugodi,,,0,,No,No,No,0,,1,Other Issue,146.54,11.68,,,Incomplete
09-10-2025,10:16,CNR3809700132,CUST91994,Prime Plus,Brookefield,Vijayanagar,8.56,24.29,0,,No,No,No,0,,0,,307.18,5.83,4.6,4.7,Success
01-10-2025,17:34,CNR3325164168,CUST45373,Prime SUV,Whitefield,Indiranagar,10.16,21.2,0,,Yes,No,No,0,,0,,171.64,2.41,4,4.8,Success
10-10-2025,10:07,CNR1583922118,CUST56306,Prime Plus,BTM 2nd Stage,Kadugodi,10.58,13.79,0,,No,No,Yes,0,,0,,565.4,19.99,4.4,3.3,Success
12-10-2025,01:06,CNR4303978890,CUST27054,Prime Plus,Banashankari,JP Nagar,12.18,23.71,0,,No,No,No,0,,0,,539.62,11.02,3.8,3.4,Success
30-10-2025,00:56,CNR8851833929,CUST82548,Mini,Electronic City,Hoskote,2.94,21.66,0,,No,No,No,0,,0,,498.29,10.99,4.8,4.9,Success
24-10-2025,04:04,CNR4666040579,CUST58072,Auto,Marathahalli,Sanjay Nagar,5.51,21.01,0,,Yes,Yes,No,0,,0,,214.3,6.22,4.8,4.9,Success
02-10-2025,20:48,CNR6046382795,CUST65953,eBike,Peenya,Mahadevapura,,,1,Change of Plans,No,No,No,0,,0,,329.01,11.64,,,Cancelled by Customer
15-10-2025,03:50,CNR8937604075,CUST89182,Auto,Vijayanagar,Jayanagar,7.08,12.56,0,,No,No,No,0,,0,,240.38,15.56,3.9,3.8,Success
30-10-2025,07:42,CNR3790899531,CUST57060,Auto,Yelahanka,Bellandur,,,0,,No,No,No,0,,1,Other Issue,406.18,6.26,,,Incomplete
24-10-2025,06:17,CNR2083573080,CUST12385,Auto,Vijayanagar,Frazer Town,9.2,19.18,0,,No,No,No,0,,0,,173.12,13.21,4.4,4.5,Success
20-10-2025,01:28,CNR2523877426,CUST29613,eBike,HSR Sector 2,Marathahalli,3.65,5.45,0,,No,No,No,0,,0,,190.49,7.09,3.8,3.1,Success
16-10-2025,16:04,CNR9996206463,CUST25090,Prime Plus,Sanjay Nagar,BTM Layout,2.83,19.81,0,,No,No,No,0,,0,,565.81,11.48,4.4,5,Success
02-10-2025,08:11,CNR8741154741,CUST37624,Mini,BTM 2nd Stage,Hennur,14.54,11.17,0,,No,No,No,0,,0,,148.19,1.36,3.5,3.9,Success
13-10-2025,13:43,CNR3362046523,CUST58888,Auto,Banaswadi,Horamavu,,,0,,No,No,No,1,Personal Car Issue,0,,446.83,17.22,,,Cancelled by Driver
18-10-2025,12:15,CNR8868511696,CUST65389,eBike,Richmond Town,CV Raman Nagar,9.91,18.83,0,,No,No,No,0,,0,,625.53,13.7,4,4.5,Success
29-10-2025,05:59,CNR1198210936,CUST97720,Prime Plus,Electronic City,Hoskote,,,0,,No,No,No,1,Customer Sick/Coughing,0,,801.47,10.55,,,Cancelled by Driver
22-10-2025,15:20,CNR5526137809,CUST95947,Auto,Yeshwanthpur,Kadugodi,2.24,16.63,0,,No,No,No,0,,0,,346.63,8.68,3.9,3.8,Success
19-10-2025,18:12,CNR6163533118,CUST43755,Mini,Frazer Town,Hebbal,5.88,7.87,0,,No,No,No,0,,0,,348.45,11.38,4.1,3.9,Success
11-10-2025,08:32,CNR6978808334,CUST67211,Auto,Whitefield,Frazer Town,3.98,11.72,0,,No,No,No,0,,0,,292.99,6.44,4.1,4.1,Success
14-10-2025,15:20,CNR7888064331,CUST69282,Prime Plus,Malleshwaram,Domlur,9.81,10.82,0,,No,No,No,0,,0,,615.63,19.28,4.3,3.9,Success
30-10-2025,11:43,CNR1300917830,CUST89837,Prime Plus,Peenya,Marathahalli,,,0,,No,No,No,1,Customer Sick/Coughing,0,,372.37,17.57,,,Cancelled by Driver
26-10-2025,07:20,CNR6689459938,CUST14432,Mini,Brookefield,Jayanagar,,,1,Change of Plans,No,No,No,0,,0,,459.79,17.68,,,Cancelled by Customer
03-10-2025,21:21,CNR6282642956,CUST18404,Mini,Koramangala,Kundalahalli,,,1,Wrong Address,No,No,No,0,,0,,298.41,9.02,,,Cancelled by Customer
09-10-2025,19:57,CNR4206381266,CUST37052,Prime SUV,BTM Layout,Sarjapur Road,11.48,21.03,0,,No,No,No,0,,0,,764.6,13.16,4.8,3.1,Success
05-10-2025,15:34,CNR9238399766,CUST83075,Mini,Nagawara,Rajajinagar,8.27,16.57,0,,No,No,No,0,,0,,585.15,16.08,3.4,3.7,Success
14-10-2025,14:40,CNR3614628170,CUST55936,Prime Plus,JP Nagar Phase 7,Koramangala 5th Block,10.85,21.12,0,,No,No,No,0,,0,,453.31,10.86,4.2,3.2,Success
07-10-2025,22:46,CNR7494175123,CUST21720,Auto,Yelahanka,CV Raman Nagar,14.05,24.1,0,,No,No,No,0,,0,,620.8,9.4,4.2,4.8,Success
12-10-2025,18:37,CNR2625984141,CUST39498,Prime Plus,Cox Town,Marathahalli,6.67,12.68,0,,No,No,No,0,,0,,146,15.89,4.3,4.8,Success
21-10-2025,13:15,CNR6419933649,CUST30074,Auto,Hoodi,Rajajinagar,6.35,19.34,0,,No,No,No,0,,0,,494.49,18.88,4.3,3.9,Success
18-10-2025,05:57,CNR7809782655,CUST23399,Auto,Banaswadi,BTM 2nd Stage,,,1,Change of Plans,No,No,No,0,,0,,460.68,13.13,,,Cancelled by Customer
11-10-2025,07:33,CNR3640407933,CUST36234,Auto,HSR Layout,Hoskote,,,0,,No,No,No,0,,1,Vehicle Breakdown,145.02,1.27,,,Incomplete
27-10-2025,13:27,CNR2583820117,CUST89143,Mini,Brookefield,Ulsoor,,,0,,No,No,No,0,,1,Vehicle Breakdown,137.34,1.59,,,Incomplete
24-10-2025,09:11,CNR1365144601,CUST65875,Mini,Bellandur,Kalyan Nagar,,,0,,No,No,No,0,,1,Customer Demand,264.27,19.33,,,Incomplete
09-10-2025,18:29,CNR4021772021,CUST85703,Mini,Jayanagar,Richmond Town,,,1,Change of Plans,No,No,No,0,,0,,436.59,18.16,,,Cancelled by Customer
11-10-2025,21:56,CNR3864313059,CUST79106,Prime SUV,Richmond Town,Sanjay Nagar,13.88,21.61,0,,No,No,No,0,,0,,406.16,19.8,3.9,3.8,Success
18-10-2025,08:40,CNR5419307630,CUST84542,Prime SUV,Banashankari,BTM 2nd Stage,4.88,5.35,0,,No,No,No,0,,0,,339.63,9.64,3.1,4.2,Success
02-10-2025,04:09,CNR3942812293,CUST30369,Prime Plus,Koramangala 5th Block,Sarjapur Road,7.54,15.37,0,,Yes,No,No,0,,0,,193.42,15.31,3.2,3.5,Success
20-10-2025,08:19,CNR2736813279,CUST93002,Mini,Mahadevapura,Koramangala 5th Block,,,0,,Yes,No,No,1,Personal Car Issue,0,,820.76,12.89,,,Cancelled by Driver
13-10-2025,02:55,CNR3855576109,CUST23303,Prime Plus,Electronic City,Cox Town,2.18,6.85,0,,No,No,No,0,,0,,703.13,5.27,4.8,4.6,Success
15-10-2025,23:28,CNR6455327271,CUST14883,eBike,Peenya,Brookefield,,,1,Wrong Address,No,No,No,0,,0,,349.87,11.54,,,Cancelled by Customer
08-10-2025,11:13,CNR2728999896,CUST22465,Mini,Yeshwanthpur,Vijayanagar,9.17,22.29,0,,No,No,No,0,,0,,461.51,14.16,3.6,4.5,Success
